The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
152552.6	+074910	14.8	10064	  3	-	0	 0	152330+08000	 	0661	15235+0800 	 	 
152504.1	+482726	15.5	11795	 51	A	2	 0	152324+48380	Z	2700	15234+4838 	 	 
152539.4	+293613	15.2	16699	 55	A	0	 0	152336+29460	Z	2736	15236+2946 	 	 
152605.5	+091215	15.3	 1897	 38	E	1	 0	152342+09230	Z	2700	15237+0923 	 	 
152620.1	-033248	15.4	 9763	 51	B	2	 0	152348-03230	F	    	15238-0323 	 	 
152602.7	+161924	14.7	 7024	  6	-	1	 0	152342+16300	 	2212	15237+1630 	 	 
152415.6	+670856	15.3	 6870	   	-	0	 0	152342+67200	 	0513	15237+6720 	 	 
152602.9	+180425	13.8	 4453	 50	A	0	 0	152342+18150	Z	3528	N5928      	 	 
152359.6	+694544	15.5	12054	 31	A	0	 0	152348+69570	F	    	15238+6957 	 	 
152616.9	+083448	15.4	10865	 41	B	0	 0	152354+08450	Z	2764	15239+0845 	 	 
152621.7	+035003	15.5	24863	 46	E	0	 0	152354+04000	F	    	15239+0400 	 	 
152622.2	+092347	15.4	 9736	 61	B	0	 0	152400+09340	Z	0661	15240+0934 	 	 
152629.5	+083527	15.2	10243	 51	A	2	 0	152406+08460	Z	2764	15241+0846 	 	 
152606.1	+414013	13.0	 2506	 22	E	2	 1	152418+41510	F	    	N5929      	*	P
152607.9	+414034	13.0	 2658	 86	B	2	 1	152418+41510	F	    	N5930      	*	P
152546.7	+522642	15.1	 5893	 62	B	0	 0	152424+52370	Z	2218	15244+5237 	 	 
152446.1	+684351	13.7	 6644	 46	A	0	 0	152424+68550	Z	2218	N5939      	 	 
152647.1	+163328	15.4	13166	 61	A	0	 0	152430+16440	Z	2700	15245+1644 	 	 
152504.9	+661519	15.0	 3478	   	-	1	 0	152430+66250	 	0002	15245+6625 	 	 
152653.5	+151754	15.3	 7617	 12	-	0	 0	152430+15280	 	2212	15245+1528 	 	 
152625.6	+422114	15.0	 8399	 45	B	0	 0	152442+42320	F	    	15247+4232 	 	 
152630.4	+411721	15.5	 2452	 35	E	0	 0	152436+41280	Z	2218	15246+4128 	 	 
152704.8	+131039	15.5	10005	 43	B	0	 0	152442+13210	Z	2700	15247+1321 	 	 
152711.9	+062918	15.5	10602	 57	B	0	 0	152448+06400	F	    	15248+0640 	 	 
152725.6	-025326	15.2	 8198	 82	B	0	 0	152448-02440	F	    	15248-0244 	 	 
152641.5	+403352	14.0	 2682	 74	B	0	 0	152448+40440	Z	2212	15248+4044 	 	 
152658.4	+285110	15.2	10322	 42	B	0	 0	152454+29010	Z	2736	I4546      	 	 
152702.1	+264220	15.2	10161	 50	B	0	 0	152454+26530	Z	2736	15249+2653 	 	 
152735.3	+001720	15.3	14870	 56	B	0	 0	152500+00270	F	    	15250+0027 	 	 
152715.1	+284720	15.4	10262	 56	A	0	 0	152512+28580	Z	1539	I4547      	 	 
152648.2	+483654	15.2	11434	 55	A	2	 0	152512+48470	Z	2700	N5932      	 	 
152755.6	+073947	15.3	13275	 32	E	0	 0	152530+07500	F	    	15255+0750 	 	 
152743.7	+281403	15.5	10304	 41	B	0	 0	152536+28240	Z	2736	15256+2824 	 	 
152745.1	+285543	15.4	19558	 45	A	2	 0	152542+29050	F	    	15257+2905W	 	 
152817.6	-000756	15.5	11275	 18	E	0	 0	152548+00020	F	    	15258+0002 	 	 
152625.6	+660533	15.4	14190	 30	-	0	 0	152548+66150	 	2700	15258+6615 	 	P
152818.0	+152307	15.5	10629	   	-	0	 0	152554+15330	 	1819	15259+1533 	 	 
152821.2	+134038	15.3	 5850	 39	E	0	 0	152600+13510	Z	2700	15260+1351 	 	 
152818.7	+243113	15.4	10439	 42	A	0	 0	152606+24420	Z	2700	15261+2442 	 	 
152843.9	+072317	15.2	13292	 64	A	0	 1	152618+07340	F	    	15263+0734 	*	P
152850.2	+004638	15.5	11958	 24	A	0	 0	152618+00560	F	    	15263+0056 	 	 
152845.3	+072134	15.3	12630	 19	E	0	 1	152618+07320	F	    	15263+0732 	*	 
152854.1	+073527	15.4	12906	 79	A	0	 0	152630+07460	F	    	15265+0746 	 	 
152812.8	+425548	14.5	 5610	 47	B	2	 1	152624+43050	Z	2729	N5934      	*	 
152854.9	+074442	15.5	13361	 59	A	0	 0	152630+07550	F	    	15265+0755 	 	 
152850.5	+132607	15.4	 9508	 55	A	1	 0	152630+13360	Z	2700	15265+1336 	 	 
152816.6	+425637	15.1	 5360	 26	A	2	 1	152630+43060	F	    	15265+4306 	*	 
152911.4	+004326	15.4	11945	 19	E	0	 0	152642+00530	F	    	15267+0053 	 	 
152915.3	+050336	15.2	11279	 46	A	2	 0	152648+05150	Z	2764	15268+0515 	 	 
152804.2	+553245	14.8	 3357	 35	-	0	 0	152648+55430	 	2134	15268+5543 	 	 
152903.8	+252730	15.1	10036	 42	B	0	 0	152654+25380	Z	2700	15269+2538 	 	 
152921.9	+090530	15.3	 9967	  2	-	1	 0	152654+09170	 	0661	15269+0917 	 	 
152925.8	+050507	15.3	11352	 45	A	2	 0	152700+05160	Z	2700	15270+0516 	 	 
152930.3	+032803	15.1	10963	 47	A	0	 0	152700+03380	Z	2700	15270+0338 	 	 
152929.6	+073422	15.0	13110	 33	A	2	 0	152706+07450	F	    	N5931      	 	 
152918.3	+204423	15.3	11740	 36	E	0	 0	152706+20550	Z	2700	15271+2055 	 	 
152940.1	-015426	15.5	     	   	-	0	 0	152706-01450	 	    	15271-0145 	 	 
152935.6	+080226	15.4	11869	 43	B	0	 0	152712+08130	Z	2700	15272+0813 	 	 
152914.6	+324931	15.5	 9320	 42	B	0	 0	152718+33000	Z	2700	I4549      	 	 
152945.8	+050055	15.3	11145	 36	E	0	 0	152724+05110	Z	2761	15274+0511 	 	 
152800.7	+644547	12.7	  441	 45	B	0	 0	152724+64550	Z	2212	N5949      	 	 
152949.8	+033039	14.9	11067	 51	A	0	 0	152718+03410	Z	2779	15273+0341 	 	 
152929.6	+260017	15.4	 2014	 16	E	2	 0	152718+26100	Z	2779	15273+2610 	 	 
152916.0	+393740	14.7	 6725	 37	B	0	 0	152724+39480	F	    	15274+3948 	 	 
152940.6	+302909	15.1	10454	   	-	0	 0	152742+30390	 	0513	15277+3039 	 	 
153000.8	+125921	13.0	 4008	 39	B	0	 0	152742+13100	Z	2212	N5936      	 	 
153010.9	+055018	15.4	 6671	 39	E	1	 0	152742+06010	Z	2700	15277+0601 	 	 
153000.9	+233819	14.5	 5340	 35	B	0	 0	152754+23480	F	    	I1124      	 	 
153028.5	-021615	15.2	 8362	 90	B	2	 0	152754-02060	F	    	15279-0206 	 	P
152940.4	+423915	15.2	 5527	 36	E	2	 0	152754+42500	Z	2779	15279+4250 	 	 
152944.1	+424641	14.6	 5670	 57	A	0	 0	152800+42570	Z	2700	N5943      	 	 
152945.1	+425507	14.1	 5453	 48	B	0	 0	152800+43050	Z	2218	N5945      	 	 
153039.6	-021245	15.3	 8684	 35	-	0	 0	152806-02020	 	3911	15281-0202 	 	 
153012.4	+270804	15.4	 9773	 28	-	2	 1	152806+27180	 	2700	15281+2718 	*	 
153016.3	+270552	15.3	 9723	 48	A	2	 1	152812+27160	Z	2736	15282+2716 	*	 
153046.2	-024945	13.1	 2795	 42	B	0	 0	152812-02390	Z	2218	N5937      	 	 
152959.6	+455449	15.3	11122	 38	E	0	 0	152818+46050	Z	2700	15283+4605 	 	 
153053.5	+005939	15.5	 8994	 74	B	0	 0	152824+01090	F	    	15284+0109 	 	 
152714.9	+770925	14.6	 5380	125	-	0	 0	152830+77200	 	0002	15285+7720 	 	 
153105.2	+042111	15.5	11428	 20	-	1	 0	152830+04310	 	0602	15285+0431 	 	P
153104.6	+070001	15.5	10351	 26	E	0	 1	152836+07100	F	    	15286+0710N	*	P
153106.7	+065859	15.5	10433	 25	E	0	 1	152836+07100	F	    	15286+0710S	*	P
153114.2	+062621	15.5	15054	 45	E	0	 0	152842+06360	Z	2700	15287+0636 	 	 
153119.8	+041927	15.4	10948	 50	-	1	 0	152848+04300	 	2764	15288+0430 	 	 
153118.1	+072728	14.3	10208	  6	-	0	 0	152848+07380	M	2212	N5940      	 	 
153036.6	+424301	14.8	 5891	 47	B	0	 0	152854+42530	Z	2700	N5947      	 	 
153135.1	+055505	15.5	 9882	 31	E	2	 0	152900+06050	Z	2761	15290+0605 	 	 
152932.2	+673833	15.5	 8695	 33	-	0	 0	152900+67480	 	2700	15290+6748 	 	P
153136.8	+071843	15.2	10755	 46	A	2	 3	152906+07300	Z	2748	N5941      	*	 
153140.2	+072020	15.1	10030	 51	A	2	 2	152912+07310	Z	2748	15292+0731 	*	 
153142.2	+071715	15.4	10194	 29	A	2	 2	152912+07280	F	    	15292+0728 	*	 
152432.8	+830437	15.2	 6554	 42	B	0	 0	152900+83150	Z	2700	15290+8315 	 	 
153139.1	+153532	15.3	 1827	 90	B	1	 0	152918+15450	F	    	15293+1545 	 	 
153147.6	+071829	15.2	     	   	-	2	 3	152918+07290	 	    	15293+0729 	*	 
153147.8	+092829	15.5	 9846	 41	B	0	 0	152924+09380	Z	2700	15294+0938 	 	 
153136.9	+251433	15.3	10037	 75	B	2	 0	152930+25240	F	    	15295+2524E	 	P
153200.1	+072702	15.4	 9943	 33	E	1	 0	152936+07380	F	    	15296+0738 	 	 
153057.3	+544131	15.1	11705	   	-	1	 0	152942+54510	 	0300	15297+5451 	 	 
153208.6	+044451	15.4	11190	 50	-	0	 0	152936+04550	 	2764	15296+0455 	 	P
153130.8	+402548	14.8	 2611	 36	E	0	 0	152942+40360	Z	2218	N5950      	 	 
153218.2	+054042	15.4	11917	 37	E	0	 0	152948+05510	Z	2761	15298+0551 	 	 
153221.1	+033130	15.5	11837	 29	E	2	 0	152948+03400	Z	2779	15298+0340 	 	P
153215.8	+092756	15.5	 9866	 57	A	0	 0	152954+09380	Z	2700	15299+0938 	 	 
153216.8	+184029	15.5	11185	 61	A	0	 0	153000+18500	Z	2700	15300+1850 	 	 
153232.0	+044052	15.3	11638	 50	A	1	 0	153000+04510	Z	2700	15300+0451 	 	 
153233.5	+050601	15.4	11438	 50	-	0	 0	153000+05160	 	2764	15300+0516 	 	 
153234.2	+044627	15.4	11399	 50	-	2	 1	153000+04570	 	2764	15300+0457 	*	P
153235.0	+101908	15.5	10389	 47	A	0	 0	153012+10300	Z	2700	15302+1030 	 	 
153152.9	+452550	15.5	 1875	 36	E	0	 0	153012+45360	Z	2700	15302+4536 	 	 
153244.2	+044455	15.1	12433	 12	-	2	 1	153012+04550	 	0661	15302+0455 	*	 
153245.4	+081517	15.4	12826	 29	A	0	 0	153018+08260	F	    	15303+0826 	 	 
153258.0	+002626	15.5	11004	 30	A	0	 0	153024+00360	F	    	15304+0036 	 	 
153305.6	-013744	14.5	 2778	 39	E	0	 0	153030-01280	Z	2212	I1125      	 	 
153304.8	+003322	15.4	11859	 82	A	0	 0	153036+00440	F	    	15306+0044 	 	 
153246.8	+231105	15.4	10976	 47	-	0	 0	153036+23200	 	2700	15306+2320 	 	 
153337.4	-025758	15.5	     	   	-	0	 0	153100-02480	 	    	15310-0248 	 	 
153251.9	+411130	15.3	 5651	 51	B	0	 0	153100+41220	Z	2700	15310+4122 	 	 
153302.1	+362827	15.5	 4658	 38	E	0	 0	153106+36380	Z	2779	15311+3638 	 	 
153336.8	+082506	15.5	13023	 52	B	2	 0	153112+08360	F	    	15312+0836 	 	 
153255.0	+443219	15.5	11099	 62	B	2	 2	153112+44420	F	    	15312+4442 	*	P
153258.1	+443243	15.5	11416	 27	A	2	 2	153112+44420	F	    	15312+4442E	*	P
153347.7	+051730	15.4	 9770	 31	A	2	 1	153118+05280	F	    	15313+0528 	*	 
153257.3	+462709	15.2	  656	  5	-	1	 0	153118+46370	 	2212	15313+4637 	 	P
153145.3	+673323	14.4	 6432	 61	B	0	 0	153124+67440	Z	0668	15314+6744 	 	 
153350.5	+051625	15.3	 9649	 39	A	2	 1	153124+05270	F	    	15314+0527 	*	 
153231.7	+575258	15.5	11763	 36	E	0	 0	153118+58030	Z	2700	15313+5803 	 	P
153343.1	+150027	13.8	 1796	 43	E	0	 0	153124+15100	Z	2212	N5951      	 	 
153347.9	+104647	15.5	13389	 40	E	0	 0	153124+10570	Z	2700	15314+1057 	 	 
153313.2	+410436	14.9	 5618	 44	A	0	 0	153124+41150	Z	2700	15314+4115 	 	 
153308.0	+443209	15.3	10983	 51	A	2	 2	153124+44420	Z	2700	15314+4442 	*	 
153351.7	+110038	15.0	10479	  9	-	0	 0	153130+11110	 	2212	15315+1111 	 	 
153340.0	+242417	15.3	13079	 50	A	0	 0	153130+24340	Z	2700	15315+2434 	 	 
153345.5	+210039	15.2	 6890	 25	A	0	 0	153136+21110	F	    	15316+2111 	 	 
153341.9	+260823	15.3	10201	 38	B	0	 0	153136+26180	Z	2729	15316+2618 	 	 
153348.9	+210811	14.9	 7073	 46	B	0	 0	153142+21190	F	    	15317+2119 	 	 
153200.7	+681446	13.7	 6546	 40	B	0	 0	153142+68250	Z	2212	I1129      	 	 
153410.6	+070537	15.4	13910	 66	B	0	 0	153142+07160	F	    	15317+0716 	 	 
153407.9	+142342	15.2	 4115	  9	-	1	 0	153148+14340	 	2212	15318+1434 	 	 
153404.1	+225603	14.6	 5174	 38	E	0	 0	153154+23050	Z	2700	15319+2305 	 	 
153402.3	+272027	15.5	10222	 45	B	0	 0	153154+27300	Z	2736	15319+2730 	 	 
153400.5	+324910	15.4	19270	 54	A	0	 0	153200+32590	Z	2700	15320+3259 	 	P
153427.0	+121612	15.2	 3155	 41	E	0	 0	153206+12260	Z	0668	15321+1226 	 	 
153432.4	+151139	12.7	 1997	 38	B	2	 0	153212+15210	Z	2212	N5953      	 	P
153327.9	+563334	13.0	  672	 37	E	0	 0	153218+56450	Z	2607	N5963      	 	 
153443.0	+082001	15.4	13391	 35	-	1	 0	153206+08310	 	2700	15321+0831 	 	 
153446.0	+061753	15.3	 6319	 19	E	0	 0	153212+06280	F	    	15322+0628 	 	 
153456.4	+045732	15.5	11712	 55	A	0	 0	153224+05070	Z	2700	N5952      	 	 
153453.3	+093459	15.3	10177	 51	B	0	 0	153230+09450	Z	2700	15325+0945 	 	 
153458.5	+114501	13.3	 1829	 53	A	0	 0	153236+11550	Z	2212	N5956      	 	 
153444.9	+310312	15.5	 1866	  7	-	1	 0	153242+31140	 	2212	15327+3114 	 	 
153512.5	+050347	15.0	 9880	 50	-	0	 1	153242+05140	 	2700	N5955      	*	 
153449.1	+283918	13.2	 1987	 38	B	0	 0	153242+28500	Z	2218	N5958      	 	 
153457.4	+233011	14.4	 5472	 54	B	2	 0	153248+23400	F	    	I4553      	 	 
153517.0	+050600	15.3	 7834	 89	B	2	 1	153248+05160	F	    	15328+0516 	*	 
153516.7	+070753	15.4	11294	 18	E	1	 0	153248+07180	F	    	15328+0718 	 	 
153402.1	+564110	13.4	 3389	 54	A	0	 0	153248+56520	Z	2212	N5965      	 	 
153510.4	+163259	15.0	 1032	  5	-	1	 0	153248+16430	 	2212	15328+1643 	 	G
153523.2	+120251	13.3	 1876	 61	A	0	 0	153300+12130	Z	2212	N5957      	 	 
153529.5	+061726	15.5	19840	 61	A	2	 0	153300+06280	F	    	15330+0628 	 	P
153519.1	+205034	15.2	 3036	  8	-	1	 0	153306+21000	 	0633	15331+2100 	 	 
153514.8	+271930	15.2	 9631	 55	A	2	 0	153306+27300	Z	2736	15331+2730 	 	 
153522.5	+251749	14.8	10265	 63	A	0	 0	153312+25280	Z	2700	I4556      	 	 
153516.1	+305151	14.0	 1754	 36	E	0	 0	153312+31010	Z	2700	N5961      	 	 
153517.8	+304812	15.1	 9434	  6	-	0	 0	153318+30580	 	2212	15333+3058 	 	 
153539.6	+123622	15.1	 3156	 38	E	0	 0	153318+12460	Z	2212	15333+1246 	 	 
153546.4	+075630	15.4	12827	 30	-	0	 0	153318+08070	 	2700	15333+0807 	 	 
153545.5	+085211	15.5	 5867	 41	B	0	 0	153324+09020	Z	2700	15334+0902 	 	 
153551.9	+060329	15.3	11481	 46	A	0	 0	153324+06140	F	    	15334+0614 	 	 
153555.8	+084414	15.4	12868	 44	B	0	 0	153330+08540	Z	2700	15335+0854 	 	 
153552.5	+143103	14.7	 5895	 40	B	0	 0	153330+14410	Z	2707	15335+1441 	 	 
153451.1	+562703	15.4	11839	 25	A	0	 0	153342+56380	F	    	N5969      	 	 
153604.8	+094410	15.4	10210	 45	B	0	 0	153342+09540	Z	2700	15337+0954 	 	 
153553.6	+252028	15.1	10403	 40	A	2	 0	153342+25300	Z	2779	I4559      	 	 
153616.3	+055504	15.3	11764	 21	E	1	 0	153348+06050	F	    	15338+0605 	 	 
153618.4	+053956	15.1	11907	 73	B	0	 0	153348+05500	F	    	N5960      	 	 
153552.1	+394608	13.9	 4522	 41	A	0	 0	153400+39570	Z	2700	N5966      	 	 
153553.9	+384030	14.4	 5575	 35	E	1	 0	153400+38500	Z	2212	15340+3850 	 	P
153545.8	+445007	14.4	 8808	 41	E	0	 0	153400+45000	Z	2700	15340+4500 	 	 
153639.4	+032137	15.4	 9692	 22	E	1	 0	153406+03310	F	    	15341+0331 	 	 
153615.2	+271816	15.4	 9835	 48	A	0	 0	153406+27290	Z	2736	15341+2729 	 	 
153432.2	+674913	15.5	 8801	 50	B	0	 0	153412+67590	F	    	15342+6759 	 	 
153643.6	+034856	15.5	13518	 64	B	0	 0	153412+03580	F	    	15342+0358 	 	 
153631.7	+163629	12.2	 1996	 42	B	0	 0	153412+16460	Z	0668	N5962      	 	 
153631.9	+162625	15.4	 1915	  6	-	1	 0	153412+16360	 	2212	15342+1636 	 	 
153557.0	+432936	13.8	 5660	 47	A	0	 1	153418+43390	Z	2729	I4562      	*	 
153603.7	+394953	15.1	 4270	 51	B	0	 0	153412+40000	Z	2700	I4563      	 	 
153627.8	+223002	14.9	 4328	 49	A	0	 0	153412+22400	Z	2700	15342+2240 	 	 
153642.3	+090132	15.5	 9990	 54	B	0	 0	153418+09110	Z	2700	15343+0911 	 	P
153619.4	+304053	15.2	 1655	 70	-	0	 0	153418+30510	 	0509	15343+3051 	 	 
153636.2	+172018	15.0	 4285	 38	E	0	 0	153418+17300	Z	2700	15343+1730 	 	 
153602.8	+433012	15.3	 5626	 19	A	2	 1	153424+43400	F	    	15344+4340 	*	 
153623.0	+310723	15.2	14696	 47	E	0	 0	153424+31170	Z	2736	15344+3117 	 	 
153653.2	+044529	15.5	11718	 31	A	0	 0	153424+04550	F	    	15344+0455 	 	 
153632.6	+250816	15.4	10357	 53	A	0	 0	153424+25180	Z	2700	15344+2518 	 	 
153536.9	+562741	14.9	 3520	 64	A	0	 0	153424+56390	Z	2700	N5971      	 	 
153647.1	+252501	15.2	10208	 47	A	0	 0	153436+25350	Z	2700	I4561      	 	P
153627.1	+433108	14.4	 6057	 35	B	2	 1	153448+43410	F	    	I4564      	*	 
153632.3	+414758	15.3	12410	 45	B	0	 0	153448+41580	Z	2700	15348+4158 	 	 
153635.1	+432529	14.8	 5769	 36	E	0	 0	153454+43350	Z	2779	I4565      	 	 
153626.8	+475118	15.2	 7877	 49	B	0	 0	153448+48000	Z	2700	15348+4800 	 	 
153703.8	+253355	15.4	10401	 51	B	1	 0	153454+25430	Z	2700	15349+2543 	 	 
153642.1	+433222	14.3	 5593	 27	A	2	 1	153500+43430	F	    	I4566      	*	 
153705.4	+292016	15.3	10962	 44	A	2	 0	153500+29300	Z	2736	15350+2930S	 	P
153644.9	+441415	15.5	 2628	 10	-	1	 0	153506+44240	 	0200	15351+4424 	 	 
153607.4	+593400	15.4	 3057	 61	-	0	 0	153500+59440	 	2700	N5976A     	 	 
153728.3	+131009	15.4	 8266	 42	A	0	 0	153506+13190	Z	2700	15351+1319 	 	 
153743.3	-014511	15.3	 3503	 56	B	2	 1	153506-01360	F	    	15351-0136 	*	 
153736.3	+055826	14.2	 1415	 64	B	0	 0	153506+06090	Z	0658	N5964      	 	 
153722.9	+203259	14.7	 4526	 48	A	0	 0	153512+20430	Z	2700	15352+2043 	 	 
153055.8	+822721	14.7	 6480	 25	A	2	 0	153500+82380	F	    	I1143      	 	 
153737.9	+091854	15.5	10521	 46	B	0	 0	153512+09290	Z	2700	15352+0929 	 	 
153726.1	+214438	15.3	12145	 62	B	0	 0	153512+21550	Z	2760	15352+2155 	 	 
153747.9	+030210	15.4	11604	 17	E	0	 0	153512+03110	F	    	15352+0311 	 	 
153753.0	-014410	15.5	 3397	 32	A	2	 1	153518-01350	F	    	15353-0135 	*	 
153724.7	+334021	15.5	 9532	 53	A	0	 0	153524+33500	Z	2700	15354+3350 	 	 
153744.0	+171440	15.5	13681	 47	A	0	 0	153524+17250	F	    	I1130      	 	 
153713.3	+431753	13.5	 5749	 40	B	0	 0	153530+43280	Z	0668	I4567      	 	 
153745.2	+222534	14.6	 5277	 16	-	0	 0	153536+22350	 	3800	15356+2235 	 	 
153810.7	+044649	15.2	 6844	 51	E	1	 0	153542+04570	Z	2700	15357+0457 	 	 
153704.3	+551548	15.2	  664	  7	-	0	 0	153548+55250	M	2212	15358+5525 	 	 
153804.2	+261540	15.5	10336	 35	A	2	 1	153554+26250	F	    	15359+2625 	*	 
153804.5	+261653	15.2	10265	 28	A	2	 1	153554+26260	F	    	15359+2626 	*	 
153844.8	-032248	15.3	 7137	 36	-	0	 0	153606-03130	 	4302	15361-0313 	 	 
153830.0	+121112	12.2	 1981	 46	A	0	 0	153606+12210	Z	0668	N5970      	 	 
153839.3	+024332	15.3	 9489	 72	B	0	 0	153606+02530	F	    	15361+0253 	 	 
153833.0	+101504	15.5	 5744	 41	B	0	 0	153612+10250	Z	2700	15362+1025 	 	 
153547.9	+732702	14.9	 7350	 42	B	0	 0	153618+73370	Z	2700	15363+7337 	 	 
153845.6	+065417	15.3	10044	 51	B	0	 0	153618+07040	F	    	15363+0704 	 	 
153821.2	+331106	15.2	 6620	 46	B	0	 0	153618+33200	F	    	15363+3320 	 	 
153854.9	+043457	14.4	 6844	 57	B	0	 0	153624+04450	Z	2212	15364+0445 	 	 
153851.7	+120450	14.8	 2017	 45	A	0	 0	153630+12140	Z	2700	I1131      	 	 
153902.7	+055027	15.2	12434	 89	B	0	 1	153636+06000	F	    	15366+0600 	*	 
153901.9	+074350	15.3	12319	 60	B	0	 0	153636+07540	F	    	15366+0754 	 	 
153905.1	+053418	14.9	 7781	 42	B	1	 0	153636+05440	Z	2700	15366+0544 	 	 
153854.2	+170134	14.8	 8916	 40	E	0	 0	153636+17120	Z	2700	N5972      	 	 
153843.5	+292450	15.5	 9785	 23	E	2	 1	153642+29350	F	    	15367+2935 	*	 
153858.2	+162718	15.3	 9188	 37	E	0	 0	153636+16370	Z	2700	15366+1637 	 	 
153904.4	+104758	15.5	10063	 48	A	0	 0	153642+10580	Z	2700	15367+1058 	 	 
153913.8	+054938	15.5	12325	 30	E	1	 1	153648+05590	F	    	15368+0559 	*	 
153838.5	+365730	14.7	 5606	 32	B	0	 0	153648+37070	F	    	15368+3707 	 	 
153850.3	+292526	15.6	17928	 56	B	2	 1	153642+29350	F	    	15368+2935 	*	 
153858.3	+234651	15.5	10493	 55	A	1	 0	153648+23570	Z	2700	15368+2357 	 	 
153753.4	+592329	14.2	 2590	 49	B	0	 0	153648+59330	Z	0668	N5981      	 	 
153913.4	+141037	15.5	 5789	 42	E	1	 0	153654+14190	Z	2700	15369+1419 	 	 
153902.4	+314536	14.3	 2006	 39	B	0	 0	153700+31550	Z	2729	N5974      	 	 
153916.7	+242718	15.1	10310	  9	-	0	 0	153706+24370	 	2212	15371+2437 	 	 
153939.5	+031156	15.0	10106	   	-	0	 0	153706+03220	 	0002	15371+0322 	 	 
153939.0	+101312	15.4	10248	  9	-	0	 0	153718+10230	 	2212	15373+1023 	 	 
153932.8	+172556	15.0	 8810	 38	E	0	 0	153712+17350	Z	2700	15372+1735 	 	 
153927.6	+245652	15.1	 6931	 46	B	0	 0	153718+25060	F	    	15373+2506 	 	P
153317.8	+821346	15.2	 6651	 55	-	0	 0	153700+82250	 	2700	15370+8225 	 	 
153907.7	+435155	14.6	 5719	 45	B	0	 0	153730+44020	Z	2218	15375+4402 	 	 
153939.1	+214658	15.0	12578	 53	A	0	 0	153730+21570	Z	2760	15375+2157 	 	 
153950.7	+141115	14.9	 9708	 49	B	0	 0	153730+14200	Z	2700	15375+1420 	 	 
153940.4	+254424	15.4	14886	 63	B	2	 0	153730+25540	Z	2700	15375+2554 	 	 
154005.7	+015602	15.5	10596	  9	-	0	 0	153736+02050	 	2212	15376+0205 	 	 
153839.9	+592121	12.4	 2918	 39	A	0	 0	153736+59310	Z	2700	N5982      	 	 
154003.4	+135839	15.3	 3270	  9	-	1	 0	153742+14070	 	2212	15377+1407 	 	 
153956.0	+215200	15.5	     	   	-	2	 1	153748+22020	 	    	15378+2202 	*	 
153956.8	+214926	15.5	12976	 29	A	2	 1	153748+21590	F	    	15378+2159 	*	P
153958.0	+212814	14.7	 4393	  2	-	2	 0	153748+21380	 	0661	N5975      	 	 
154006.7	+204049	14.4	 4480	 45	B	1	 0	153754+20510	Z	2212	I1132      	 	 
154022.4	+071659	15.2	11428	 24	A	0	 0	153754+07270	F	    	15379+0727 	 	 
154008.8	+213056	15.2	11821	 49	A	2	 0	153800+21410	Z	2760	15380+2141 	 	 
154007.8	+280908	15.3	 9375	 45	B	0	 0	153800+28190	Z	2736	I4568      	 	 
154022.3	+155753	15.5	15251	 31	A	2	 0	153800+16080	F	    	15380+1608E	 	T
153737.5	+731525	15.5	 7510	 30	-	0	 0	153806+73250	 	2700	15381+7325 	 	 
154038.9	+072616	15.4	11348	 53	A	1	 0	153812+07360	F	    	15382+0736 	 	 
154033.4	+170741	15.1	 8111	 52	A	0	 0	153812+17170	Z	2700	N5977      	 	 
153757.4	+723315	15.4	 7407	 37	-	0	 0	153824+72430	 	2700	15384+7243 	 	 
154037.3	+203345	15.3	 7913	 42	B	0	 0	153830+20440	F	    	15385+2044 	 	 
154054.2	+050833	15.5	11902	 34	A	0	 0	153824+05180	F	    	15384+0518 	 	 
154053.4	+094500	14.6	10569	 49	B	0	 0	153830+09550	Z	2700	15385+0955 	 	 
154035.3	+282138	15.2	 9805	 20	-	2	 0	153824+28310	M	2736	15384+2831E	 	P
154109.9	-014223	15.2	 9866	 37	A	0	 0	153836-01330	F	    	15386-0133 	 	 
153937.1	+591955	12.0	 2547	 43	A	0	 0	153836+59300	Z	3800	N5985      	 	 
154048.4	+281732	15.0	 9803	 43	A	0	 0	153842+28280	Z	2736	I4569      	 	 
153957.2	+580448	13.3	 3003	 41	A	0	 0	153848+58150	Z	2212	N5987      	 	 
154122.4	+040531	15.5	14442	 64	A	0	 0	153848+04140	F	    	15388+0414 	 	 
154112.1	+153423	14.8	 4051	  9	-	0	 0	153854+15440	 	2212	I1133      	 	 
154056.0	+324702	15.3	16067	 34	A	4	 0	153854+32570	F	    	15389+3257 	 	 
154042.4	+434504	15.5	 5934	 52	A	1	 0	153900+43550	Z	2700	15390+4355 	 	 
