The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
130512.4	+273411	14.2	 6892	 43	A	0	 0	130248+27500	Z	2700	N4957      	 	 
130516.1	+255727	15.0	 6521	  8	-	1	 0	130248+26130	 	2212	13028+2613 	 	 
130514.2	+315959	15.1	15548	 46	B	0	 0	130254+32160	F	    	13029+3216 	 	 
130502.8	+533914	15.4	 8739	 34	A	0	 0	130254+53550	F	    	13029+5355 	 	 
130521.1	+230544	15.5	10130	100	-	0	 0	130254+23220	 	1521	I 846      	 	 
130518.6	+312632	15.2	10791	 43	B	0	 0	130300+31430	Z	2212	I4166      	 	 
130525.3	+291747	15.5	 7078	 24	-	0	 0	130300+29340	 	1143	13030+2934 	 	 
130537.3	+073535	15.5	25748	 38	A	2	 0	130312+07490	F	    	13032+0749N	 	 
130410.6	+782316	15.5	 6765	 24	-	0	 0	130306+78380	 	2700	13031+7838 	 	 
130543.9	+073302	15.5	18620	 75	B	2	 0	130312+07490	F	    	13032+0749S	 	 
130526.0	+533529	15.3	11425	 29	A	2	 1	130318+53520	F	    	13033+5352 	*	 
130524.8	+561922	14.0	 2520	 44	B	0	 0	130312+56360	Z	2700	N4964      	 	 
130541.0	+331044	15.4	 9781	 46	A	0	 0	130318+33270	Z	2700	N4959      	 	 
130522.9	+610810	15.4	15864	 47	-	0	 0	130324+61250	 	2700	13034+6125 	 	G
130547.5	+274402	13.5	 2517	 41	B	0	 0	130318+28000	Z	2212	N4961      	 	 
130532.2	+534107	15.1	 8929	 25	A	0	 0	130324+53570	F	    	I 847      	 	 
130546.5	+325022	15.5	15546	 43	B	0	 0	130324+33060	Z	2700	13034+3306 	 	 
130558.1	+014733	15.1	 6504	 44	B	0	 0	130324+02020	F	    	13034+0202 	 	 
130558.6	+035723	15.4	 7021	 57	B	0	 0	130324+04130	F	    	13034+0413 	 	 
130536.4	+533353	15.2	 8912	 25	A	0	 1	130330+53500	F	    	N4967      	*	 
130541.5	+492518	15.5	10229	 69	A	0	 0	130330+49410	Z	2700	13035+4941 	 	 
130549.3	+373620	14.0	  321	  1	-	1	 0	130330+37520	 	0912	I4182      	 	 
130552.0	+414319	14.2	 7132	 38	B	0	 0	130336+41590	Z	2700	N4963      	 	 
130559.6	+291643	15.0	 7949	 30	A	0	 0	130336+29330	F	    	13036+2933 	 	 
130605.5	+283534	15.5	 7944	 23	A	0	 0	130336+28510	F	    	13036+2851 	 	 
130603.6	+355849	14.5	 4794	 42	B	0	 0	130342+36140	Z	0668	I4189      	 	 
130555.8	+533935	14.9	 8852	 27	A	0	 0	130348+53560	F	    	N4973      	 	 
130622.2	-014053	14.8	 5467	 31	-	0	 0	130348-01250	 	3118	13038-0125 	 	 
130618.3	+102237	15.0	 9604	 56	A	0	 0	130348+10380	Z	2212	13038+1038 	 	 
130615.1	+252739	14.9	 7264	  5	-	0	 0	130348+25430	 	2212	13038+2543 	 	 
130617.3	+290347	13.9	 7090	 53	B	0	 0	130354+29200	Z	2212	N4966      	 	P
130604.5	+553922	14.5	 8329	 47	A	0	 0	130400+55550	Z	2700	N4977      	 	 
130607.1	+591303	15.5	 9650	 62	B	0	 0	130400+59290	F	    	13040+5929 	 	 
130638.0	+285100	15.0	 4749	  3	-	1	 0	130412+29060	 	0661	13042+2906 	 	P
130649.9	+072639	15.5	13796	 26	A	0	 0	130418+07430	F	    	13043+0743 	 	 
130645.2	+350602	14.7	 4931	 36	E	0	 0	130424+35220	Z	2700	13044+3522 	 	 
130630.8	+570350	15.5	 8460	 27	A	0	 0	130424+57200	F	    	13044+5720 	 	 
130655.0	+283253	15.0	 6270	 25	A	0	 0	130430+28480	F	    	N4971      	 	 
130705.7	-011037	15.0	 5596	 76	B	0	 0	130430-00540	F	    	13045-0054 	 	 
130701.6	+160025	15.4	15912	 51	A	0	 0	130436+16160	Z	2700	I 848      	 	 
130702.8	+133814	14.9	 8262	 44	A	0	 0	130436+13550	Z	2700	N4969      	 	P
130703.0	+130430	15.3	 8165	 40	B	0	 0	130436+13210	Z	2700	13046+1321 	 	 
130637.0	+584552	15.3	 8409	 33	A	0	 0	130430+59010	F	    	13045+5901 	 	 
130623.6	+674214	14.1	   36	  7	-	4	 0	130436+67580	 	2212	13046+6758 	 	 
130719.0	+020011	15.2	 5825	 18	E	0	 0	130448+02170	F	    	13048+0217 	 	 
130713.2	+280249	15.5	 7321	 55	B	0	 0	130448+28180	F	    	13048+2818 	 	 
130727.2	+264324	15.5	11685	 81	B	2	 1	130500+26590	F	    	13050+2659W	*	P
130728.2	+264334	15.5	11247	 49	A	2	 1	130500+26590	F	    	13050+2659E	*	P
130738.8	-005632	14.0	 5430	  9	-	0	 0	130500-00400	 	2212	I 849      	 	 
130734.1	+162122	15.4	16167	 54	A	0	 0	130506+16370	Z	2779	13051+1637 	 	 
130739.5	+062010	15.3	 7118	 42	B	0	 0	130506+06360	Z	2700	13051+0636 	 	 
130713.6	+580806	14.8	 8308	 38	B	0	 0	130506+58240	F	    	13051+5824 	 	 
130750.0	-005207	14.8	 5412	  5	-	0	 0	130512-00350	 	0610	I 850      	 	 
130742.9	+244838	15.3	 6344	 51	A	0	 0	130512+25050	Z	2212	N4979      	 	 
130750.5	+182456	14.4	 6470	 44	A	0	 0	130524+18410	Z	2700	N4978      	 	 
130802.8	+062854	15.2	 7141	 56	B	0	 0	130530+06450	Z	2700	13055+0645 	 	 
130741.4	+531636	15.1	 8921	 52	B	0	 0	130536+53330	F	    	13056+5333 	 	 
130754.8	+340513	15.5	10120	 49	A	0	 0	130530+34210	Z	2700	13055+3421 	 	 
130757.9	+284238	15.4	 7563	 23	A	0	 0	130536+28580	F	    	13056+2858 	 	 
130755.4	+345510	15.3	 7075	 39	B	0	 0	130530+35110	Z	2700	13055+3511 	 	 
130736.8	+600926	14.8	 8330	 27	A	0	 0	130536+60250	F	    	I 852      	 	 
130736.8	+621257	14.3	 8288	 42	A	0	 0	130542+62290	Z	2700	13057+6229 	 	 
130759.1	+515546	14.6	 4725	 24	A	0	 0	130548+52120	F	    	N4987      	 	 
130814.1	+273057	15.4	 7330	 24	A	0	 0	130548+27460	F	    	13058+2746 	 	 
130827.4	+042213	15.5	 7221	 59	B	2	 1	130554+04380	F	    	13059+0438W	*	P
130802.6	+535610	15.3	 9875	 44	B	0	 0	130554+54120	F	    	13059+5412 	 	 
130812.1	+414035	15.1	 8435	 47	A	0	 0	130554+41570	Z	2700	N4985      	 	 
130829.7	+042204	15.5	 7263	 42	B	2	 1	130554+04380	F	    	13059+0438E	*	P
130810.3	+503951	15.2	 8915	 21	E	0	 0	130600+50560	F	    	N4998      	 	 
130827.3	+281914	14.9	 6532	 24	A	0	 0	130600+28350	F	    	N4983      	 	 
130824.4	+351224	14.2	 4781	 40	B	1	 0	130600+35280	Z	2218	N4986      	 	 
130819.1	+452142	14.6	 8644	 50	B	0	 0	130606+45380	Z	2700	13061+4538 	 	 
130831.6	+244203	15.2	 7139	 56	B	0	 0	130600+24580	Z	0661	I4202      	 	 
130804.7	+613500	15.4	 8224	 34	A	0	 0	130612+61500	F	    	13062+6150 	 	 
130834.3	+210300	14.9	 2614	  6	-	0	 0	130600+21190	 	2212	I 851      	 	 
130843.3	-020806	14.7	 5362	  9	-	0	 0	130606-01520	 	2212	13061-0152 	 	 
130843.4	+043621	15.4	11726	 51	B	0	 0	130612+04520	F	    	13062+0452 	 	 
130845.1	+040939	15.4	 8832	 58	A	0	 0	130612+04250	F	    	13062+0425 	 	 
130850.1	-004903	14.6	 5366	 35	-	2	 1	130612-00320	 	2774	13062-0032 	*	 
130855.3	-004806	15.1	 5750	 44	B	0	 2	130618-00310	F	    	13063-0031 	*	 
130857.1	-034222	15.3	   66	 63	A	0	 0	130624-03250	F	    	13064-0325 	 	 
130837.9	+434416	15.3	10665	 55	B	0	 0	130624+44000	Z	2700	13064+4400 	 	 
130833.6	+544956	15.2	 4966	 22	E	0	 0	130624+55050	F	    	13064+5505 	 	 
130903.6	-004558	14.8	 5156	 31	-	2	 1	130630-00290	 	3118	13065-0029 	*	 
130837.7	+540429	14.2	 2474	 38	E	1	 0	130630+54200	Z	2700	13065+5420 	 	 
130854.2	+281102	14.3	 6001	 42	B	0	 0	130630+28270	Z	0661	13065+2827 	 	 
130903.3	+065753	15.5	13594	   	-	0	 0	130630+07140	 	1819	13065+0714 	 	P
130842.2	+520101	14.7	 4732	 39	A	0	 0	130630+52170	F	    	13065+5217 	 	 
130841.7	+524627	15.0	 7152	 10	-	0	 0	130630+53020	 	2212	I 853      	 	 
130905.6	+113803	14.6	 7536	 47	A	0	 0	130636+11540	Z	2700	N4992      	 	 
130915.1	+022051	15.5	17027	 56	B	0	 0	130642+02370	F	    	N4991      	 	P
130915.0	+083156	15.2	 7119	 49	A	0	 0	130642+08480	Z	2700	13067+0848 	 	 
130846.4	+621618	13.8	 8102	 41	A	2	 1	130648+62330	Z	2700	13068+6233 	*	 
130922.7	+065953	15.1	 3599	 44	E	1	 0	130648+07160	Z	2218	13068+0716 	 	 
130916.1	+292203	15.1	 6258	  8	-	0	 0	130654+29380	 	2212	13069+2938 	 	 
130820.9	+733419	15.5	 9299	 26	A	0	 0	130654+73500	F	    	13069+7350 	 	 
130854.4	+621823	13.7	 2851	 40	B	2	 1	130700+62350	Z	2700	13070+6235 	*	 
130931.9	+005125	14.4	 5471	 46	A	0	 0	130700+01080	Z	2710	N4996      	 	 
130933.2	+014023	13.5	 5679	 42	A	0	 0	130700+01570	Z	2218	N4999      	 	 
130934.8	+045702	15.3	 7185	 31	A	0	 0	130700+05130	F	    	13070+0513 	 	 
130941.0	-010254	14.9	 7312	  5	-	0	 0	130706-00460	 	0610	13071-0046 	 	 
130942.0	+022728	15.5	17056	 80	B	0	 0	130712+02440	F	    	13072+0244 	 	P
130914.3	+621030	14.2	 8348	 43	A	2	 0	130718+62260	Z	2700	N5007      	 	 
130948.6	+113905	15.3	 7381	 42	E	0	 0	130718+11560	Z	0661	13073+1156 	 	 
130951.0	+062613	15.4	11693	 40	B	0	 0	130718+06430	F	    	13073+0643 	 	 
130947.5	+285425	14.0	 5578	 40	B	0	 0	130724+29100	Z	2212	N5000      	 	 
130950.0	+243440	15.1	 7099	  8	-	0	 0	130724+24510	 	2212	I 854      	 	P
130933.2	+532939	14.6	 9145	 44	B	0	 0	130724+53450	Z	2754	N5001      	 	 
130945.2	+455446	15.3	 8554	 39	E	0	 0	130730+46110	Z	2700	13075+4611 	 	 
131002.7	+112707	15.5	16262	 54	B	1	 0	130730+11430	Z	2700	13075+1143 	 	 
131000.3	+194306	15.1	 3840	 37	-	0	 0	130736+19590	 	1524	13076+1959 	 	 
130959.6	+300223	15.4	10455	 55	B	2	 0	130736+30180	F	    	13076+3018 	 	 
130937.8	+591739	15.4	 9674	 40	A	0	 0	130736+59330	F	    	13076+5933 	 	 
130835.8	+785614	14.7	   70	 59	-	1	 0	130736+79120	 	2700	13076+7912 	 	 
131004.7	+341052	15.1	  808	  1	-	1	 0	130742+34270	 	0668	13077+3427 	 	 
131019.4	+020133	15.4	 5493	 22	E	0	 0	130748+02180	F	    	13078+0218 	 	 
130948.4	+590120	15.3	 8509	 23	A	0	 0	130742+59170	F	    	13077+5917 	 	 
131023.7	-010038	14.6	 5592	 28	-	0	 0	130748-00440	 	3118	13078-0044 	 	 
130837.5	+794713	15.5	10609	 81	B	0	 0	130800+80020	F	    	13080+8002 	 	 
131020.7	+312638	15.0	 7931	 26	A	0	 0	130800+31430	F	    	13080+3143 	 	 
131027.3	+182618	14.8	 3647	 37	E	0	 0	130800+18430	Z	2212	13080+1843 	 	 
131044.7	+000156	15.4	12311	 21	E	0	 0	130812+00180	F	    	13082+0018 	 	 
131041.6	+203213	15.2	 4049	  8	-	0	 0	130812+20490	 	2212	I 856      	 	 
131038.3	+363804	14.7	 1077	 37	E	0	 0	130818+36530	Z	2212	N5002      	 	G
131058.6	+010842	15.4	10699	 81	B	0	 0	130824+01250	F	    	13084+0125 	 	 
131047.7	+294235	15.3	 6366	  2	-	0	 0	130824+29590	 	0661	I4210      	 	 
131056.5	+112839	14.4	 3398	 39	E	0	 0	130824+11440	Z	0651	13084+1144 	 	 
131042.4	+440128	15.3	10785	 44	B	0	 0	130830+44170	Z	2700	13085+4417 	 	 
131105.0	+084830	15.1	 9851	 56	A	0	 0	130836+09060	Z	2700	13086+0906 	 	 
131056.5	+370332	10.6	  873	 44	A	0	 0	130836+37190	Z	2212	N5005      	 	 
131101.6	+293812	14.3	 7161	 46	A	0	 0	130842+29540	Z	2700	N5004A     	 	 
131101.7	+293442	15.3	 7252	  5	-	0	 0	130842+29500	 	0661	N5004C     	 	 
131123.3	+032442	15.4	 3042	  8	-	1	 0	130848+03400	 	3300	13088+0340 	 	 
131126.4	-001459	14.3	 3839	  5	-	0	 0	130848+00010	 	0651	13088+0001 	 	 
131131.7	+084437	15.1	 3997	 38	E	2	 0	130900+09000	Z	0661	13090+0900 	 	 
131122.6	+342505	15.5	11054	 49	A	0	 0	130900+34410	Z	2700	13090+3441 	 	 
131137.5	+003956	14.4	 5619	 44	B	0	 0	130900+00560	Z	2710	13090+0056 	 	 
131118.1	+453939	15.4	 8511	 43	E	0	 0	130900+45560	Z	2700	13090+4556 	 	 
131136.6	+100745	15.3	 9339	 52	A	0	 0	130906+10230	Z	2700	13091+1023 	 	 
131136.9	+225456	13.6	 2591	 49	B	0	 0	130906+23120	Z	0620	N5012      	 	 
131131.3	+361655	13.5	 1119	 35	E	0	 0	130912+36320	Z	2212	N5014      	 	 
131144.4	+090637	15.4	13421	 52	B	0	 0	130912+09220	Z	2700	13092+0922 	 	 
131136.8	+313029	14.6	 6956	 23	A	0	 0	130918+31460	F	    	13093+3146 	 	 
131123.8	+531158	15.5	 9030	 65	B	0	 0	130912+53280	F	    	13092+5328 	 	 
131131.0	+462030	15.4	 8948	 39	A	0	 0	130918+46370	F	    	13093+4637 	 	 
131148.8	+103608	15.2	 9516	 44	A	0	 0	130918+10520	Z	2700	13093+1052 	 	 
131203.8	+013844	15.5	 8681	 28	E	0	 0	130930+01550	F	    	13095+0155 	 	 
130829.2	+843751	14.5	 4641	 17	-	0	 0	130900+84530	 	3300	13090+8453 	 	 
131159.3	+204737	15.5	 6793	 37	-	0	 0	130930+21040	 	1524	13095+2104 	 	 
131207.3	+031157	15.0	 8308	 53	A	0	 0	130936+03280	Z	2774	N5013      	 	 
131208.9	+035203	15.3	 7908	 15	E	0	 0	130936+04080	F	    	13096+0408 	 	 
131157.5	+342155	14.8	 5052	 54	B	0	 0	130936+34380	Z	2700	13096+3438 	 	 
131206.6	+240542	14.3	 2567	 14	E	0	 0	130942+24210	Z	2212	N5016      	 	 
131207.9	+271950	15.0	 6136	 25	-	0	 0	130942+27350	 	2315	13097+2735 	 	 
131226.7	-022724	15.5	 9249	 63	B	0	 0	130948-02110	F	    	13098-02110	 	 
131211.2	+354014	14.1	  843	 36	E	0	 0	130948+35560	Z	0668	I4213      	 	 
131221.8	+121024	15.4	 3341	 38	E	0	 0	130954+12260	Z	2779	13099+1226 	 	 
131206.4	+444043	15.5	10619	 53	A	0	 0	130954+44570	Z	2700	13099+4457 	 	 
131151.4	+601450	15.0	 2064	  4	-	1	 0	130948+60300	 	0668	13098+6030 	 	 
131206.2	+461146	14.3	 8271	 56	A	0	 0	130954+46280	Z	2700	N5021      	 	 
131224.4	+083919	15.4	15111	 62	-	0	 0	130954+08550	 	2700	13099+0855 	 	 
131217.7	+264109	14.6	  886	 70	-	0	 0	130954+26570	 	0000	13099+2657 	 	 
131211.8	+440217	13.2	  384	 38	E	0	 0	131000+44180	Z	2212	N5023      	 	 
131233.5	+071104	15.2	  896	 10	-	1	 0	131000+07270	 	2212	13100+0727 	 	 
131232.8	+114344	15.2	 9377	 44	A	0	 0	131000+11590	Z	2700	13100+1159 	 	 
131217.0	+445022	15.5	10663	 46	A	2	 0	131000+45070	Z	2700	13100+4507 	 	 
131102.9	+782448	15.0	 6750	 64	B	0	 0	131000+78400	F	    	13100+7840 	 	 
131242.4	+044347	14.5	 6414	 41	B	0	 0	131012+05000	Z	2700	N5019      	 	 
131239.9	+123559	13.4	 3346	 40	B	0	 0	131012+12520	Z	0651	N5020      	 	 
131241.8	+224947	14.8	 2580	  5	-	0	 0	131012+23060	 	0912	N5012A     	 	 
131244.7	+314833	14.6	 6343	  2	-	0	 0	131024+32040	 	0661	N5025      	 	 
131237.6	+470348	14.5	 8755	 47	A	0	 0	131024+47200	Z	2700	N5029      	 	 
131251.9	+403236	15.0	  591	 36	E	0	 0	131036+40480	Z	2764	13106+4048 	 	P
131258.1	+311532	15.2	 6111	 81	B	1	 0	131036+31310	F	    	13106+3131 	 	 
131310.1	+094127	15.0	 4035	 49	A	0	 0	131042+09570	Z	2700	13107+0957 	 	P
131219.1	+703858	14.1	 8696	 40	B	0	 0	131036+70550	Z	2700	N5034      	 	 
131256.7	+472724	15.5	 8516	 46	B	0	 0	131048+47440	Z	2700	13108+4744 	 	 
131320.2	+065622	15.4	13390	 27	A	0	 0	131048+07120	F	    	13108+0712 	 	 
131319.4	+101138	15.2	 1156	  8	-	1	 0	131048+10270	M	0633	13108+1027 	 	 
131321.0	+060341	14.8	 7013	 55	B	0	 0	131048+06200	F	    	N5027      	 	 
131313.5	+335904	15.0	10565	 45	B	0	 0	131048+34150	Z	2700	13108+3415 	 	 
131317.6	+361303	14.7	  944	  5	-	1	 0	131100+36280	 	0912	13110+3628 	 	 
131310.0	+503435	15.0	 8885	 25	-	0	 0	131100+50520	 	2700	13110+5052 	 	 
131325.7	+274548	15.4	 6172	 44	B	0	 1	131100+28010	F	    	N5032B     	*	 
131326.9	+274809	13.6	 6430	 29	A	0	 1	131100+28040	F	    	N5032      	*	 
131237.3	+711128	15.4	 3142	 16	-	0	 0	131100+71280	 	2700	13110+7128 	 	 
131334.5	+155931	14.9	 6792	  9	-	0	 0	131106+16150	 	2212	13111+1615 	 	 
131327.8	+363540	10.9	  851	 32	B	0	 0	131112+36510	Z	0912	N5033      	 	 
131342.5	+065051	15.5	13681	 42	A	2	 1	131112+07070	F	    	13112+0707S	*	 
131344.5	+065931	15.1	 6456	 15	B	0	 1	131112+07150	F	    	13112+07150	*	 
131345.0	+065122	15.5	13712	 61	B	2	 1	131112+07070	F	    	13112+0707N	*	 
131254.2	+692145	15.3	10898	 41	B	0	 0	131112+69380	F	    	13112+6938 	 	 
131350.9	-033622	15.1	 8046	 48	B	0	 0	131112-03200	F	    	13112-03200	 	 
131349.2	+065745	15.4	 7184	 26	E	2	 2	131118+07130	F	    	13113+07130	*	 
131351.8	+023244	15.5	14489	 68	B	0	 0	131118+02490	F	    	13113+0249 	 	P
131352.4	+020757	15.2	 9089	 86	B	0	 0	131118+02240	F	    	13113+0224 	 	 
131345.3	+245857	15.4	 7163	100	-	0	 0	131118+25150	 	1521	13113+2515 	 	 
131350.2	+170435	14.7	 6769	  9	-	0	 0	131124+17200	 	2212	I 857      	 	 
131354.1	+065738	15.1	 6351	 24	A	0	 1	131124+07130	F	    	13114+07130	*	 
131332.7	+511531	15.1	 7514	 33	A	0	 0	131124+51320	F	    	N5040      	 	 
131408.6	-002628	15.3	11750	 72	B	0	 0	131136-00100	F	    	13116-0010 	 	 
131354.1	+421234	14.9	  625	  7	-	1	 0	131136+42280	 	2212	13116+4228 	 	 
131406.8	+381653	15.1	15957	 38	E	0	 0	131148+38330	Z	2764	13118+3833 	 	T
131434.1	+030229	15.5	 6433	 15	E	0	 0	131200+03180	F	    	13120+03180	 	 
131423.5	+302905	15.0	 6071	 74	B	1	 0	131200+30450	F	    	13120+3045 	 	 
131432.4	+304220	14.2	 7532	 50	A	0	 0	131212+30580	Z	2212	N5041      	 	 
131430.5	+352316	15.4	 2391	 41	E	1	 0	131206+35380	Z	0668	13121+3538 	 	 
131446.4	+061915	15.5	 9905	 15	E	0	 0	131212+06350	F	    	13122+06350	 	 
131427.2	+455520	14.0	  192	  1	-	1	 0	131212+46110	 	0912	13122+4611 	 	 
131452.0	+171337	14.7	 6867	  5	-	2	 1	131224+17290	 	3528	I 858      	*	 
131448.1	+345250	14.9	  856	 10	-	1	 0	131230+35080	 	2212	13125+3508 	 	G
131502.2	+030101	15.3	 6460	 30	A	0	 1	131230+03170	F	    	13125+03170	*	 
131457.3	+171330	15.2	 6986	 22	A	2	 1	131230+17290	F	    	13125+1729 	*	 
131500.2	+100143	15.4	13179	 69	B	2	 1	131230+10170	F	    	13125+1017N	*	P
131500.7	+100033	15.4	13368	 64	B	2	 1	131230+10170	F	    	13125+1017S	*	P
131501.0	+124331	14.7	 7591	 45	A	0	 0	131230+12580	Z	2700	13125+1258 	 	 
131506.1	+030243	15.3	 6563	 22	B	0	 1	131236+03180	F	    	13126+03180	*	 
131508.4	+092056	15.5	15815	 46	B	0	 0	131236+09370	Z	2700	13126+0937 	 	 
131503.5	+243708	14.8	 3911	 57	A	0	 0	131236+24530	Z	0661	I 860      	 	 
131446.1	+534913	15.0	 4719	 33	A	0	 0	131236+54050	F	    	13126+5405 	 	 
131508.2	+302414	15.4	 6961	 51	B	0	 0	131248+30390	F	    	13128+3039 	 	 
131521.7	+011849	15.3	 9959	 15	E	3	 0	131248+01350	F	    	13128+0135 	 	 
131521.7	+015539	15.0	10397	  5	-	0	 0	131248+02120	 	0610	13128+0212 	 	 
131520.5	+130528	15.5	 7625	 51	B	0	 0	131254+13210	Z	2700	13129+1321 	 	 
131523.6	+125343	15.3	 7673	 73	B	2	 0	131254+13100	F	    	13129+1310 	 	P
131530.7	+020410	15.3	10349	 77	B	0	 0	131254+02200	F	    	13129+0220 	 	 
131532.8	+033003	15.4	 6064	 37	E	1	 0	131300+03460	Z	2774	13130+0346 	 	 
131513.9	+442427	14.9	10586	 44	B	2	 0	131300+44400	Z	2700	13130+4440W	 	P
131535.7	+002932	15.3	 3005	 37	E	0	 0	131300+00450	F	    	13130+0045 	 	 
131541.7	+025244	14.7	 5902	 48	A	0	 0	131312+03080	Z	2700	N5050      	 	 
131534.9	+294034	14.6	 6746	100	-	0	 0	131312+29550	 	1520	N5052      	 	 
131507.6	+623118	15.4	10284	 21	E	1	 0	131318+62480	F	    	13133+6248 	 	 
131554.2	-034424	15.2	 9118	 31	A	0	 1	131318-03280	F	    	13133-0328S	*	P
131554.7	-034354	15.2	 9076	 40	B	0	 1	131318-03280	F	    	13133-0328N	*	P
131551.5	+080221	15.2	 7196	 15	E	0	 0	131318+08180	F	    	13133+08180	 	P
131557.5	-033914	15.4	 9311	 29	A	0	 0	131324-03230	F	    	13134-0323 	 	 
131547.1	+315046	15.1	 5094	 82	B	0	 0	131324+32060	F	    	13134+3206 	 	 
131557.9	+071948	15.5	13467	 20	E	0	 0	131324+07350	F	    	13134+07350	 	 
131547.9	+420201	09.7	  430	 37	E	1	 0	131330+42170	Z	2212	N5055      	 	 
131534.9	+620728	14.4	 9313	 14	-	2	 0	131336+62230	 	3700	13136+6223S	 	P
131603.6	+350236	14.6	 6963	 43	B	0	 0	131348+35180	Z	0661	13138+3518 	 	 
131617.0	+070247	15.5	15033	 34	A	0	 0	131348+07190	F	    	13138+07190	 	 
131549.6	+564831	15.4	11359	 43	B	0	 0	131348+57050	Z	2700	13138+5705 	 	 
131615.4	+200250	15.2	 9191	 18	-	0	 0	131348+20180	 	1524	I 862      	 	 
131612.3	+305700	13.6	 5554	 42	B	0	 0	131348+31120	Z	0661	N5056      	 	 
131606.2	+413005	15.2	 6300	   	-	2	 1	131348+41450	 	0501	13138+4145 	*	 
131621.4	+133007	15.2	 9190	 49	A	0	 0	131354+13460	Z	2700	13139+1346 	 	 
131616.8	+252419	15.0	 3912	 19	-	0	 0	131348+25400	 	0661	I4215      	 	 
131615.9	+301552	14.9	14809	100	-	0	 0	131354+30310	 	1520	13139+3031 	 	 
131620.5	+304042	15.1	 5661	  8	-	0	 0	131400+30550	 	2212	13140+3055 	 	 
131614.7	+412941	15.4	 6218	 35	E	2	 1	131400+41450	Z	2700	13140+4145 	*	 
131635.4	-020529	14.5	 5665	  9	-	0	 0	131400-01500	 	2212	13140-0150 	 	 
131635.9	+030352	15.4	 5988	 41	B	0	 0	131400+03200	Z	2774	13140+0320 	 	 
131627.7	+310153	14.6	 5879	 20	A	0	 0	131406+31170	F	    	N5057      	 	 
131650.1	-030346	15.5	14296	 59	B	0	 0	131418-02480	F	    	13143-0248 	 	P
131641.9	+215847	15.5	 7001	  9	-	0	 0	131412+22150	 	2212	13142+2215 	 	 
131647.3	+142540	15.5	18050	 45	E	0	 0	131418+14410	Z	2779	13143+1441W	 	P
131652.3	+123254	14.6	  960	  6	-	0	 0	131424+12490	 	2212	N5058S     	 	P
131629.8	+525601	15.5	 9675	 44	A	0	 1	131424+53120	F	    	13144+5312 	*	 
131658.5	+075040	15.5	14637	 69	A	0	 0	131424+08060	F	    	N5059      	 	 
131659.8	+053925	15.5	 9834	 34	A	0	 0	131430+05550	F	    	13145+0555 	 	P
131703.4	-021541	14.4	 5808	 42	-	1	 0	131430-02000	 	2710	I4218      	 	 
131701.6	+062126	15.0	 7129	 37	A	0	 0	131430+06370	F	    	13145+0637 	 	 
131651.1	+313451	15.4	 8946	 55	B	0	 0	131436+31500	F	    	13146+3150 	 	 
131637.1	+525447	15.5	 9679	 71	B	0	 1	131424+53120	F	    	13144+5312E	*	 
131705.1	+014938	15.2	10906	 84	B	0	 0	131430+02050	F	    	13145+0205 	 	 
131711.6	-021203	15.4	 5701	 27	A	0	 0	131436-01560	F	    	13146-0156 	 	 
131710.9	+005448	15.5	24159	 63	B	0	 0	131436+01100	F	    	13146+0110 	 	 
131700.0	+340605	15.4	 9458	 51	B	0	 0	131442+34220	Z	2700	13147+3422 	 	 
131715.5	+062407	15.5	 7108	 30	A	0	 0	131442+06400	F	    	13147+0640 	 	 
131716.3	+060216	14.2	 6261	 39	B	0	 0	131442+06180	Z	2700	N5060      	 	 
131639.1	+623758	15.5	10472	 25	-	1	 0	131448+62550	 	2700	13148+6255 	 	 
131710.7	+303234	15.3	 9562	 40	B	0	 0	131454+30470	F	    	13149+3047 	 	 
131719.7	+203818	15.5	 6869	 59	B	2	 1	131448+20550	F	    	I 867      	*	 
131729.6	-031051	14.9	 5472	 17	E	0	 0	131454-02550	F	    	13149-0255 	 	 
131721.3	+310333	15.4	 5579	 64	B	0	 1	131500+31180	F	    	13150+3118 	*	 
131728.5	+203645	15.4	 6663	 38	A	2	 2	131454+20530	F	    	I 868W     	*	 
131730.9	+203601	15.4	 6672	 71	B	2	 1	131454+20530	F	    	I 868E     	*	 
131707.5	+573222	13.9	 2790	 51	A	0	 0	131506+57480	Z	2700	I 875      	 	 
131742.6	-010004	15.5	 1235	 27	E	2	 0	131506-00440	F	    	13151-0044 	 	 
131730.4	+310535	14.3	 5548	 40	B	1	 1	131512+31200	Z	0661	N5065      	*	 
131745.2	+273411	15.0	 7005	 46	B	0	 0	131524+27490	F	    	13154+2749 	 	 
131758.7	-001843	14.5	 9966	 36	-	0	 0	131524-00030	 	2700	13154-0003 	 	T
